96108815,1,1,2,0,2,6
96108826,8,3,16,0,12,39
96108837,10,4,13,3,14,44
96108848,0,10,12,0,16,38
96108859,10,0,8,18,22,58
96108861,10,3,16,13,25,67
96108872,0,1,15,0,2,18
96108883,0,2,5,2,2,11
96108894,10,10,13,17,25,75
96108901,10,2,19,5,18,54
96108912,10,8,15,2,14,49
96108923,0,10,19,0,6,35
96108934,6,11,8,19,11,55
96108945,2,2,20,8,16,48
96108956,10,20,20,19,26,95
96108967,10,0,20,15,27,72
96108978,1,2,15,0,6,24
96108989,10,10,20,12,20,72
96108991,10,10,20,15,23,78
96109006,0,0,7,0,16,23
96109017,10,0,13,20,18,61
96109028,5,2,1,17,23,48
96109039,5,4,15,15,18,57
96109577,10,11,20,20,26,87
96109588,10,19,18,20,30,97
96109599,10,20,20,20,29,99
96109606,1,2,6,20,18,47
96109617,10,20,19,18,25,92
96109628,0,0,0,0,0,0
96109639,0,0,0,0,0,0
96109652,8,20,20,20,30,98
96109663,9,13,20,15,26,83
96109674,2,18,20,20,26,86
96109685,10,18,20,20,25,93
96109703,0,0,0,0,0,0
96109714,10,10,16,11,24,71
96109725,10,3,18,18,24,73
96109736,10,3,18,17,22,70
96109758,10,18,19,20,26,93
96109769,8,18,14,12,22,74
96109771,10,13,20,20,22,85
96109782,5,20,20,12,28,85
96109793,0,0,0,0,0,0
96109809,10,13,20,13,24,80
96109833,10,20,18,20,28,96
96109844,10,2,20,20,20,72
96109855,10,20,20,20,22,92
96109866,10,20,18,15,24,87
96109877,10,20,10,20,19,79
96109899,1,2,20,15,7,45
96109906,10,20,20,15,29,94
96109917,10,5,0,15,4,34
96109928,5,10,20,12,22,69
96109939,10,20,10,20,26,86
96109952,6.5,13,0,18,20,57.5
96109974,7,0,16,11,24,58
96109985,2,10,10,6,23,51
96109996,8,20,20,8,29,85
96110001,10,10,15,20,25,80
96110012,10,1,20,2,16,49
96110023,0,3,19,8,18,48
96110034,7,10,14,5,16,52
96110045,2,3,3,3,2,13
96110056,10,4,20,18,29,81
96110067,0,0,0,0,0,0
96110078,10,11,15,0,0,36
96110089,0,16,16,13,22,67
96110091,6,3,18,5,24,56
96110107,10,7,20,10,18,65
96110118,10,12,20,2,23,67
96110129,10,18,15,2,27,72
96110131,10,5,18,20,28,81
96110142,10,15,20,18,26,89
96110153,0,3,20,10,10,43
96110164,0,2,3,2,16,23
96110175,0,11,4,0,3,18
96110186,1,1,4,0,0,6
96110197,5,6,14,6,10,41
96110204,0,6,19,5,7,37
96110215,6,3,20,7,23,59
96110248,10,12,12,20,29,83
96110259,0,0,0,0,0,0
96110294,10,13,12,20,24,79
96110356,10,20,15,11,19,75
96110367,1,7,1,0,10,19
96110391,6,13,20,20,26,85
96110407,10,9,20,12,24,75
96110418,10,3,20,18,23,74
96110429,8,20,20,12,30,90
96110431,10,12,20,20,28,90
96110442,8,2,19,12,22,63
96110453,9,2,20,18,22,71
96110464,4,3,19,20,26,72
96110475,10,10,20,11,30,81
96110486,0,10,13,0,18,41
96110497,10,20,9,12,24,75
96110504,10,20,20,20,30,100
96110515,10,2,14,1,20,47
96110526,10,10,10,20,24,74
96110537,10,20,20,5,18,73
96110548,10,14,10,6,26,66
96110559,10,20,20,20,22,92
96110561,6,9,20,18,24,77
96110572,10,5,20,14,27,76
96110583,4,13,20,20,28,85
96110594,6,20,19,18,26,89
96110601,2,6,9,11,21,49
96110612,4,3,8,2,2,19
96110623,10,10,6,11,13,50
96110634,10,10,20,7,28,75
96110645,8,12,16,11,24,71
96110667,10,12,11,4,25,62
96110678,10,20,20,13,28,91
96110689,9,5,20,14,27,75
96110691,10,20,20,20,19,89
96110707,0,0,0,0,0,0
96110718,10,13,20,20,26,89
96110729,6,3,20,10,17,56
96110731,10,12,20,13,28,83
96110742,10,10,20,20,13,73
96110753,10,0,0,17,25,52
96110764,10,20,20,20,17,87
96110775,10,16,15,12,23,76
96110786,0,12,11,10,30,63
96110797,10,2,0,0,16,28
